id,age,gender,race,education,income,y
1662,64,Female,Others,Under College,"$0 to $19,999",Others
1663,30,Female,White,College and above,"$20,000 to $74,999",Internet
1664,91,Male,White,Under College,"$20,000 to $74,999",Doctor
1666,29,Female,White,College and above,"$75,000 or more",Internet
1668,70,Female,Others,Under College,"$20,000 to $74,999",Doctor
1670,67,Female,White,Under College,"$20,000 to $74,999",Internet
1671,65,Male,Others,College and above,"$0 to $19,999",Internet
1673,20,Female,White,Under College,"$75,000 or more",Others
1675,57,Male,White,Under College,"$75,000 or more",Doctor
1676,58,Male,White,College and above,"$75,000 or more",Internet
1677,43,Male,Others,Under College,"$20,000 to $74,999",Internet
1678,65,Male,White,Under College,"$75,000 or more",Others
1679,31,Female,White,College and above,"$20,000 to $74,999",Internet
1680,33,Male,Others,Under College,"$0 to $19,999",Doctor
1681,67,Male,White,Under College,"$75,000 or more",Internet
1684,42,Female,Others,Under College,"$20,000 to $74,999",Internet
1685,50,Female,White,Under College,"$75,000 or more",Internet
1686,77,Female,Others,Under College,"$20,000 to $74,999",Internet
1687,62,Female,Others,Under College,"$0 to $19,999",Internet
1688,28,Male,White,College and above,"$75,000 or more",Internet
1689,61,Male,White,College and above,"$20,000 to $74,999",Internet
1690,69,Female,White,College and above,"$75,000 or more",Doctor
1691,64,Female,White,Under College,"$20,000 to $74,999",Internet
1692,76,Female,White,Under College,"$20,000 to $74,999",Doctor
1695,43,Male,White,College and above,"$20,000 to $74,999",Internet
1697,79,Female,White,Under College,"$20,000 to $74,999",Internet
1698,59,Female,White,College and above,"$75,000 or more",Internet
1699,87,Female,White,Under College,"$20,000 to $74,999",Others
1702,59,Female,Others,College and above,"$75,000 or more",Internet
1703,52,Male,White,College and above,"$75,000 or more",Internet
1704,73,Female,White,College and above,"$0 to $19,999",Internet
1706,72,Male,White,Under College,"$0 to $19,999",Doctor
1707,23,Male,White,College and above,"$75,000 or more",Internet
1708,65,Male,White,College and above,"$75,000 or more",Internet
1709,56,Male,Others,Under College,"$0 to $19,999",Doctor
1710,53,Female,Others,Under College,"$75,000 or more",Internet
1711,75,Male,White,Under College,"$20,000 to $74,999",Internet
1713,89,Female,White,Under College,"$20,000 to $74,999",Others
1717,69,Female,White,Under College,"$20,000 to $74,999",Doctor
1719,64,Female,Others,Under College,"$20,000 to $74,999",Internet
1722,55,Male,Others,Under College,"$20,000 to $74,999",Doctor
1724,39,Male,White,Under College,"$0 to $19,999",Internet
1726,48,Female,Others,College and above,"$20,000 to $74,999",Internet
1728,47,Male,Others,College and above,"$0 to $19,999",Internet
1730,34,Female,Others,Under College,"$0 to $19,999",Internet
1733,69,Female,White,Under College,"$20,000 to $74,999",Internet
1734,70,Female,White,College and above,"$20,000 to $74,999",Internet
1735,50,Female,Others,College and above,"$20,000 to $74,999",Internet
1737,63,Male,White,Under College,"$20,000 to $74,999",Internet
1738,63,Female,White,College and above,"$75,000 or more",Others
1740,67,Male,White,Under College,"$20,000 to $74,999",Doctor
1741,69,Female,Others,College and above,"$20,000 to $74,999",Doctor
1743,45,Female,Others,College and above,"$20,000 to $74,999",Internet
1744,32,Female,White,College and above,"$75,000 or more",Internet
1745,39,Female,White,College and above,"$75,000 or more",Internet
1746,36,Female,Others,College and above,"$75,000 or more",Internet
1748,66,Male,White,Under College,"$20,000 to $74,999",Internet
1752,47,Male,Others,Under College,"$0 to $19,999",Doctor
1753,44,Female,Others,College and above,"$75,000 or more",Internet
1754,62,Male,Others,Under College,"$0 to $19,999",Others
1757,60,Male,White,College and above,"$20,000 to $74,999",Internet
1758,45,Female,Others,College and above,"$0 to $19,999",Doctor
1760,48,Female,Others,College and above,"$20,000 to $74,999",Internet
1763,56,Male,Others,Under College,"$75,000 or more",Doctor
1764,62,Male,White,Under College,"$75,000 or more",Internet
1765,69,Female,Others,Under College,"$0 to $19,999",Others
1769,31,Female,White,College and above,"$75,000 or more",Internet
1770,68,Male,White,College and above,"$20,000 to $74,999",Internet
1771,34,Male,White,College and above,"$20,000 to $74,999",Internet
1772,33,Female,White,College and above,"$75,000 or more",Internet
1774,76,Female,White,Under College,"$0 to $19,999",Internet
1775,31,Male,White,Under College,"$75,000 or more",Internet
1777,56,Male,White,Under College,"$20,000 to $74,999",Internet
1778,74,Female,White,College and above,"$0 to $19,999",Internet
1779,43,Male,White,College and above,"$75,000 or more",Internet
1780,50,Female,Others,College and above,"$20,000 to $74,999",Internet
1783,37,Female,Others,College and above,"$20,000 to $74,999",Internet
1784,49,Female,Others,College and above,"$75,000 or more",Doctor
1786,42,Male,White,College and above,"$0 to $19,999",Internet
1787,54,Female,White,Under College,"$20,000 to $74,999",Internet
1789,60,Female,White,Under College,"$20,000 to $74,999",Internet
1790,57,Male,White,Under College,"$20,000 to $74,999",Internet
1792,57,Female,Others,College and above,"$20,000 to $74,999",Internet
1793,50,Female,Others,Under College,"$0 to $19,999",Internet
1796,58,Female,Others,Under College,"$0 to $19,999",Others
1797,55,Male,Others,College and above,"$20,000 to $74,999",Internet
1802,60,Male,White,Under College,"$75,000 or more",Internet
1803,57,Male,White,College and above,"$20,000 to $74,999",Internet
1809,43,Female,White,College and above,"$75,000 or more",Internet
1815,55,Male,White,Under College,"$0 to $19,999",Doctor
1816,50,Female,Others,Under College,"$20,000 to $74,999",Internet
1817,58,Female,Others,Under College,"$0 to $19,999",Others
1819,60,Female,Others,College and above,"$75,000 or more",Internet
1822,48,Male,Others,College and above,"$20,000 to $74,999",Others
1825,26,Female,Others,Under College,"$20,000 to $74,999",Internet
1826,72,Female,White,Under College,"$75,000 or more",Others
1827,40,Female,Others,College and above,"$75,000 or more",Internet
1829,34,Female,White,College and above,"$75,000 or more",Internet
1832,44,Male,White,College and above,"$20,000 to $74,999",Internet
1834,58,Female,White,College and above,"$20,000 to $74,999",Internet
1835,66,Male,White,College and above,"$75,000 or more",Internet
1836,31,Male,White,College and above,"$75,000 or more",Internet
1837,42,Male,White,Under College,"$75,000 or more",Doctor
1838,45,Female,White,Under College,"$20,000 to $74,999",Internet
1840,72,Female,White,College and above,"$20,000 to $74,999",Doctor
1841,64,Male,White,Under College,"$20,000 to $74,999",Doctor
1842,30,Female,White,College and above,"$75,000 or more",Internet
1845,48,Female,Others,Under College,"$20,000 to $74,999",Internet
1847,25,Male,White,College and above,"$75,000 or more",Internet
1848,34,Female,Others,College and above,"$0 to $19,999",Internet
1853,66,Female,Others,College and above,"$0 to $19,999",Internet
1858,45,Female,Others,Under College,"$20,000 to $74,999",Others
1860,66,Female,White,College and above,"$75,000 or more",Doctor
1866,66,Female,Others,College and above,"$20,000 to $74,999",Internet
1875,43,Female,Others,Under College,"$0 to $19,999",Internet
1876,64,Female,White,Under College,"$75,000 or more",Internet
1878,64,Male,White,Under College,"$75,000 or more",Internet
1881,28,Male,White,College and above,"$75,000 or more",Internet
1883,40,Male,White,Under College,"$20,000 to $74,999",Internet
1884,51,Female,White,Under College,"$20,000 to $74,999",Internet
1885,45,Male,White,College and above,"$20,000 to $74,999",Internet
1886,68,Female,Others,Under College,"$0 to $19,999",Doctor
1887,65,Female,White,College and above,"$75,000 or more",Internet
1890,78,Male,White,College and above,"$20,000 to $74,999",Doctor
1891,57,Female,Others,Under College,"$0 to $19,999",Internet
1897,76,Female,White,Under College,"$0 to $19,999",Internet
1899,40,Female,Others,College and above,"$20,000 to $74,999",Internet
1900,45,Female,Others,College and above,"$75,000 or more",Others
1901,52,Male,Others,College and above,"$75,000 or more",Internet
1902,41,Male,Others,College and above,"$75,000 or more",Internet
1903,39,Male,White,Under College,"$75,000 or more",Internet
1906,59,Male,White,Under College,"$0 to $19,999",Internet
1907,66,Male,White,College and above,"$20,000 to $74,999",Internet
1909,60,Female,Others,Under College,"$20,000 to $74,999",Internet
1913,64,Male,Others,Under College,"$20,000 to $74,999",Internet
1914,35,Female,White,College and above,"$75,000 or more",Internet
1915,30,Female,Others,College and above,"$75,000 or more",Internet
1917,25,Female,Others,College and above,"$20,000 to $74,999",Internet
1920,68,Male,Others,Under College,"$20,000 to $74,999",Others
1921,55,Female,White,College and above,"$20,000 to $74,999",Internet
1923,51,Male,Others,College and above,"$20,000 to $74,999",Doctor
1925,60,Male,White,Under College,"$20,000 to $74,999",Others
1926,63,Male,Others,Under College,"$20,000 to $74,999",Internet
1928,53,Female,Others,College and above,"$20,000 to $74,999",Doctor
1929,72,Female,Others,Under College,"$0 to $19,999",Others
1932,55,Female,White,Under College,"$20,000 to $74,999",Internet
1934,61,Female,Others,Under College,"$20,000 to $74,999",Internet
1936,28,Male,White,Under College,"$20,000 to $74,999",Internet
1939,53,Male,White,Under College,"$20,000 to $74,999",Internet
1940,43,Female,White,College and above,"$20,000 to $74,999",Internet
1941,41,Female,Others,Under College,"$20,000 to $74,999",Doctor
1943,66,Female,White,College and above,"$20,000 to $74,999",Internet
1945,37,Male,Others,Under College,"$20,000 to $74,999",Internet
1949,62,Female,Others,Under College,"$0 to $19,999",Others
1951,49,Female,White,College and above,"$20,000 to $74,999",Internet
1953,66,Male,Others,Under College,"$20,000 to $74,999",Doctor
1955,62,Male,White,College and above,"$75,000 or more",Internet
1958,30,Male,White,College and above,"$20,000 to $74,999",Internet
1959,37,Female,White,College and above,"$20,000 to $74,999",Internet
1961,66,Male,White,Under College,"$75,000 or more",Internet
1962,67,Male,White,Under College,"$20,000 to $74,999",Internet
1966,40,Female,White,College and above,"$75,000 or more",Internet
1967,55,Female,Others,College and above,"$0 to $19,999",Others
1968,64,Male,Others,Under College,"$20,000 to $74,999",Internet
1969,58,Female,Others,College and above,"$20,000 to $74,999",Others
1971,24,Female,Others,College and above,"$20,000 to $74,999",Internet
1972,77,Male,White,College and above,"$75,000 or more",Doctor
1973,64,Female,White,Under College,"$20,000 to $74,999",Doctor
1974,70,Female,White,Under College,"$20,000 to $74,999",Doctor
1975,30,Female,White,Under College,"$0 to $19,999",Doctor
1978,43,Male,Others,Under College,"$0 to $19,999",Doctor
1979,61,Male,Others,Under College,"$75,000 or more",Internet
1980,43,Female,Others,Under College,"$20,000 to $74,999",Others
1984,45,Female,White,Under College,"$75,000 or more",Internet
1985,38,Female,White,College and above,"$75,000 or more",Internet
1987,39,Female,White,College and above,"$75,000 or more",Internet
1989,69,Male,White,College and above,"$20,000 to $74,999",Internet
1990,50,Female,White,Under College,"$20,000 to $74,999",Internet
1991,62,Female,White,Under College,"$0 to $19,999",Internet
1993,50,Female,Others,Under College,"$0 to $19,999",Internet
1994,64,Male,White,Under College,"$20,000 to $74,999",Internet
1999,40,Female,Others,Under College,"$20,000 to $74,999",Internet
2000,55,Male,White,College and above,"$0 to $19,999",Others
2002,69,Male,White,Under College,"$20,000 to $74,999",Internet
2003,42,Male,White,College and above,"$75,000 or more",Internet
2004,54,Female,White,Under College,"$20,000 to $74,999",Internet
2005,68,Female,Others,Under College,"$20,000 to $74,999",Others
2007,76,Male,White,Under College,"$20,000 to $74,999",Doctor
2009,65,Female,Others,Under College,"$20,000 to $74,999",Internet
2014,58,Female,White,Under College,"$20,000 to $74,999",Internet
2020,67,Female,Others,Under College,"$75,000 or more",Internet
2022,56,Male,White,Under College,"$75,000 or more",Internet
2024,78,Female,White,College and above,"$20,000 to $74,999",Doctor
2026,62,Female,Others,Under College,"$0 to $19,999",Others
2030,31,Male,White,College and above,"$20,000 to $74,999",Others
2031,61,Male,White,College and above,"$75,000 or more",Internet
2033,78,Female,Others,Under College,"$0 to $19,999",Doctor
2034,69,Female,Others,Under College,"$0 to $19,999",Others
2036,22,Male,Others,Under College,"$75,000 or more",Others
2038,30,Female,White,College and above,"$20,000 to $74,999",Internet
2039,76,Male,White,Under College,"$20,000 to $74,999",Internet
2043,48,Female,Others,College and above,"$75,000 or more",Internet
2047,71,Female,Others,Under College,"$0 to $19,999",Doctor
2050,43,Female,Others,Under College,"$0 to $19,999",Doctor
2051,52,Male,White,College and above,"$75,000 or more",Internet
2053,73,Female,White,College and above,"$75,000 or more",Internet
2059,74,Female,White,College and above,"$20,000 to $74,999",Doctor
2062,63,Female,White,Under College,"$20,000 to $74,999",Internet
2063,24,Female,White,College and above,"$0 to $19,999",Internet
2064,38,Female,White,Under College,"$75,000 or more",Internet
2067,68,Male,Others,Under College,"$0 to $19,999",Doctor
2068,46,Female,Others,College and above,"$75,000 or more",Internet
2070,72,Female,Others,Under College,"$75,000 or more",Doctor
2071,61,Female,Others,Under College,"$20,000 to $74,999",Internet
2073,55,Female,White,Under College,"$75,000 or more",Internet
2075,49,Female,Others,Under College,"$75,000 or more",Internet
2076,30,Female,White,College and above,"$20,000 to $74,999",Internet
2078,42,Female,White,College and above,"$20,000 to $74,999",Internet
2082,53,Female,White,College and above,"$20,000 to $74,999",Internet
2084,64,Male,White,Under College,"$20,000 to $74,999",Internet
2086,53,Male,Others,Under College,"$75,000 or more",Internet
2089,20,Female,White,Under College,"$20,000 to $74,999",Internet
2090,52,Female,White,College and above,"$75,000 or more",Internet
2092,39,Female,Others,College and above,"$20,000 to $74,999",Internet
2096,55,Male,White,College and above,"$75,000 or more",Internet
2098,64,Female,White,Under College,"$20,000 to $74,999",Internet
2104,43,Female,Others,College and above,"$75,000 or more",Internet
2105,38,Female,White,College and above,"$75,000 or more",Internet
2108,82,Female,White,College and above,"$20,000 to $74,999",Internet
2109,58,Female,White,Under College,"$20,000 to $74,999",Internet
2111,61,Female,Others,Under College,"$20,000 to $74,999",Others
2113,27,Female,White,Under College,"$0 to $19,999",Internet
2114,88,Male,White,College and above,"$75,000 or more",Doctor
2115,37,Female,White,Under College,"$20,000 to $74,999",Internet
2117,72,Female,White,College and above,"$20,000 to $74,999",Doctor
2125,53,Female,White,Under College,"$75,000 or more",Internet
2128,65,Female,White,College and above,"$20,000 to $74,999",Internet
2129,72,Male,Others,Under College,"$75,000 or more",Doctor
2137,58,Male,Others,Under College,"$0 to $19,999",Doctor
2140,37,Female,Others,College and above,"$20,000 to $74,999",Internet
2141,47,Male,White,College and above,"$20,000 to $74,999",Internet
2144,39,Male,White,Under College,"$75,000 or more",Internet
2146,68,Female,White,Under College,"$20,000 to $74,999",Internet
2148,70,Female,White,College and above,"$20,000 to $74,999",Doctor
2151,62,Male,White,Under College,"$20,000 to $74,999",Internet
2152,67,Female,Others,Under College,"$0 to $19,999",Internet
2154,59,Male,White,Under College,"$0 to $19,999",Internet
2155,56,Female,White,College and above,"$20,000 to $74,999",Internet
2157,39,Male,White,College and above,"$75,000 or more",Internet
2159,29,Female,White,College and above,"$75,000 or more",Others
2160,57,Male,White,Under College,"$20,000 to $74,999",Internet
2161,49,Male,White,College and above,"$20,000 to $74,999",Internet
2162,49,Female,White,College and above,"$20,000 to $74,999",Internet
2163,59,Male,White,Under College,"$75,000 or more",Doctor
2164,61,Male,White,College and above,"$20,000 to $74,999",Internet
2165,58,Female,Others,Under College,"$0 to $19,999",Doctor
2166,44,Female,Others,Under College,"$0 to $19,999",Doctor
2167,41,Male,Others,College and above,"$20,000 to $74,999",Internet
2171,39,Male,White,College and above,"$75,000 or more",Internet
2175,58,Male,Others,College and above,"$75,000 or more",Internet
2177,61,Female,Others,College and above,"$20,000 to $74,999",Others
2178,69,Male,White,Under College,"$20,000 to $74,999",Others
2180,47,Male,Others,Under College,"$20,000 to $74,999",Internet
2182,65,Male,White,Under College,"$0 to $19,999",Doctor
2185,82,Male,White,College and above,"$75,000 or more",Doctor
2187,49,Female,Others,College and above,"$20,000 to $74,999",Doctor
2189,74,Male,White,Under College,"$75,000 or more",Internet
2190,66,Female,Others,College and above,"$20,000 to $74,999",Internet
2192,49,Female,Others,Under College,"$20,000 to $74,999",Internet
2195,32,Female,White,College and above,"$75,000 or more",Internet
2197,51,Female,Others,College and above,"$20,000 to $74,999",Internet
2199,62,Male,Others,College and above,"$75,000 or more",Internet
2200,43,Female,Others,College and above,"$20,000 to $74,999",Internet
2204,68,Female,Others,Under College,"$20,000 to $74,999",Doctor
2205,50,Male,Others,Under College,"$0 to $19,999",Doctor
2206,25,Female,White,College and above,"$20,000 to $74,999",Doctor
2207,63,Female,White,Under College,"$75,000 or more",Internet
2210,61,Male,Others,Under College,"$0 to $19,999",Others
2211,65,Female,White,College and above,"$20,000 to $74,999",Doctor
2214,69,Male,White,College and above,"$75,000 or more",Internet
2215,55,Male,White,Under College,"$20,000 to $74,999",Doctor
2216,76,Male,Others,Under College,"$20,000 to $74,999",Others
2219,62,Female,White,Under College,"$20,000 to $74,999",Others
2220,59,Female,White,College and above,"$75,000 or more",Internet
2221,68,Male,White,Under College,"$20,000 to $74,999",Internet
2222,71,Male,White,College and above,"$75,000 or more",Doctor
2223,29,Female,Others,College and above,"$75,000 or more",Doctor
2224,38,Female,White,College and above,"$75,000 or more",Internet
2226,31,Female,White,College and above,"$75,000 or more",Internet
2228,27,Male,White,College and above,"$20,000 to $74,999",Internet
2230,69,Male,White,College and above,"$20,000 to $74,999",Internet
2232,77,Female,White,Under College,"$0 to $19,999",Internet
2233,26,Female,White,College and above,"$75,000 or more",Internet
2234,49,Female,White,College and above,"$75,000 or more",Internet
2235,33,Female,White,College and above,"$20,000 to $74,999",Internet
2236,27,Female,Others,Under College,"$20,000 to $74,999",Internet
2237,26,Male,White,College and above,"$75,000 or more",Internet
2239,43,Male,White,Under College,"$20,000 to $74,999",Internet
2240,58,Male,White,College and above,"$20,000 to $74,999",Internet
2243,50,Female,Others,College and above,"$75,000 or more",Internet
2244,75,Female,White,Under College,"$20,000 to $74,999",Others
2245,70,Female,White,Under College,"$20,000 to $74,999",Internet
2246,47,Female,White,College and above,"$75,000 or more",Doctor
2252,48,Female,Others,College and above,"$20,000 to $74,999",Internet
2255,28,Female,White,College and above,"$75,000 or more",Internet
2256,66,Female,Others,Under College,"$0 to $19,999",Doctor
2257,44,Male,White,College and above,"$20,000 to $74,999",Internet
2258,50,Male,White,College and above,"$20,000 to $74,999",Internet
2259,71,Female,Others,College and above,"$20,000 to $74,999",Internet
2261,65,Female,White,College and above,"$75,000 or more",Doctor
2262,68,Male,Others,Under College,"$20,000 to $74,999",Doctor
2265,61,Male,White,Under College,"$20,000 to $74,999",Internet
2266,92,Female,White,Under College,"$20,000 to $74,999",Doctor
2268,55,Female,White,College and above,"$75,000 or more",Internet
2269,77,Female,Others,Under College,"$20,000 to $74,999",Others
2270,66,Female,Others,College and above,"$20,000 to $74,999",Others
2271,54,Male,Others,Under College,"$0 to $19,999",Others
2272,37,Male,Others,College and above,"$0 to $19,999",Internet
2273,91,Female,White,College and above,"$20,000 to $74,999",Internet
2275,74,Female,Others,Under College,"$20,000 to $74,999",Internet
2276,52,Male,Others,Under College,"$20,000 to $74,999",Internet
2277,65,Female,White,Under College,"$0 to $19,999",Doctor
2278,49,Male,Others,Under College,"$20,000 to $74,999",Internet
2280,34,Female,White,College and above,"$75,000 or more",Internet
2282,23,Female,Others,College and above,"$20,000 to $74,999",Internet
2283,73,Female,White,Under College,"$20,000 to $74,999",Internet
2284,30,Female,White,College and above,"$20,000 to $74,999",Internet
2285,65,Male,Others,Under College,"$0 to $19,999",Others
2286,49,Male,Others,Under College,"$20,000 to $74,999",Doctor
2287,59,Male,White,Under College,"$75,000 or more",Internet
2288,41,Female,White,College and above,"$75,000 or more",Internet
2290,60,Female,Others,College and above,"$0 to $19,999",Others
2292,78,Male,White,Under College,"$75,000 or more",Internet
2293,79,Female,White,Under College,"$20,000 to $74,999",Internet
2295,36,Female,Others,College and above,"$0 to $19,999",Internet
2300,63,Female,White,College and above,"$20,000 to $74,999",Internet
2304,52,Female,Others,Under College,"$0 to $19,999",Internet
2305,68,Female,Others,Under College,"$20,000 to $74,999",Internet
2306,58,Male,White,College and above,"$75,000 or more",Internet
2308,69,Female,White,Under College,"$20,000 to $74,999",Doctor
2309,57,Female,Others,Under College,"$0 to $19,999",Doctor
2310,35,Male,White,College and above,"$75,000 or more",Internet
2311,48,Female,White,College and above,"$75,000 or more",Internet
2313,72,Male,Others,Under College,"$0 to $19,999",Others
2314,49,Female,White,College and above,"$75,000 or more",Internet
2316,61,Male,White,College and above,"$75,000 or more",Internet
2317,67,Female,White,College and above,"$20,000 to $74,999",Doctor
2320,80,Male,White,College and above,"$75,000 or more",Doctor
2324,42,Female,Others,College and above,"$20,000 to $74,999",Internet
2325,57,Female,White,Under College,"$20,000 to $74,999",Internet
2327,47,Female,Others,College and above,"$75,000 or more",Internet
2328,68,Male,White,Under College,"$20,000 to $74,999",Doctor
2331,51,Female,White,Under College,"$20,000 to $74,999",Internet
2334,52,Female,Others,College and above,"$20,000 to $74,999",Internet
2335,23,Female,White,College and above,"$20,000 to $74,999",Internet
2336,72,Male,White,Under College,"$0 to $19,999",Internet
2339,80,Female,White,College and above,"$75,000 or more",Internet
2340,52,Male,White,College and above,"$20,000 to $74,999",Internet
2341,69,Male,White,College and above,"$20,000 to $74,999",Internet
2342,70,Female,White,College and above,"$20,000 to $74,999",Internet
2343,50,Male,White,College and above,"$75,000 or more",Internet
2345,43,Male,Others,College and above,"$75,000 or more",Internet
2346,35,Male,White,College and above,"$75,000 or more",Internet
2347,59,Male,White,Under College,"$75,000 or more",Internet
2349,44,Female,White,College and above,"$75,000 or more",Internet
2352,36,Male,White,College and above,"$20,000 to $74,999",Internet
2354,82,Male,Others,College and above,"$20,000 to $74,999",Others
2355,65,Male,White,Under College,"$20,000 to $74,999",Internet
2357,70,Female,White,Under College,"$20,000 to $74,999",Doctor
2363,65,Male,White,Under College,"$20,000 to $74,999",Internet
2365,68,Female,Others,College and above,"$20,000 to $74,999",Internet
2367,68,Male,Others,College and above,"$75,000 or more",Internet
2368,69,Female,White,Under College,"$20,000 to $74,999",Internet
2372,65,Female,Others,Under College,"$20,000 to $74,999",Internet
2373,57,Female,White,Under College,"$75,000 or more",Internet
2375,76,Female,White,College and above,"$20,000 to $74,999",Internet
2376,55,Female,Others,College and above,"$20,000 to $74,999",Doctor
2377,32,Male,White,College and above,"$20,000 to $74,999",Internet
2378,61,Female,White,Under College,"$75,000 or more",Internet
2380,26,Female,White,Under College,"$0 to $19,999",Internet
2382,24,Female,White,College and above,"$0 to $19,999",Internet
2383,69,Male,White,College and above,"$75,000 or more",Others
2385,40,Male,White,Under College,"$20,000 to $74,999",Others
2387,78,Female,White,Under College,"$20,000 to $74,999",Doctor
2388,50,Female,White,College and above,"$75,000 or more",Internet
2390,62,Female,White,Under College,"$20,000 to $74,999",Internet
2397,66,Female,Others,Under College,"$20,000 to $74,999",Internet
2399,54,Male,White,Under College,"$75,000 or more",Internet
2403,56,Female,White,Under College,"$20,000 to $74,999",Internet
2406,68,Female,Others,College and above,"$20,000 to $74,999",Others
2407,59,Male,White,Under College,"$75,000 or more",Internet
2408,38,Female,Others,Under College,"$20,000 to $74,999",Internet
2409,46,Female,White,Under College,"$20,000 to $74,999",Doctor
2410,54,Male,White,Under College,"$20,000 to $74,999",Others
2414,38,Male,White,College and above,"$20,000 to $74,999",Internet
2416,86,Female,Others,Under College,"$0 to $19,999",Doctor
2419,38,Male,White,College and above,"$75,000 or more",Internet
2423,53,Female,White,Under College,"$20,000 to $74,999",Internet
2425,69,Male,Others,College and above,"$0 to $19,999",Doctor
2430,56,Male,White,Under College,"$0 to $19,999",Internet
2431,42,Female,White,Under College,"$0 to $19,999",Internet
2432,51,Female,White,Under College,"$75,000 or more",Internet
2433,52,Female,Others,Under College,"$20,000 to $74,999",Internet
2435,70,Male,Others,Under College,"$20,000 to $74,999",Doctor
2437,27,Female,Others,College and above,"$20,000 to $74,999",Internet
2438,71,Female,White,College and above,"$20,000 to $74,999",Doctor
2440,71,Female,White,College and above,"$20,000 to $74,999",Internet
2445,37,Male,White,College and above,"$20,000 to $74,999",Doctor
2446,30,Female,White,Under College,"$20,000 to $74,999",Others
2447,58,Male,Others,Under College,"$75,000 or more",Others
2448,53,Female,White,College and above,"$0 to $19,999",Internet
2450,66,Male,White,College and above,"$20,000 to $74,999",Internet
2451,66,Male,White,College and above,"$20,000 to $74,999",Internet
2452,60,Female,Others,College and above,"$20,000 to $74,999",Internet
2453,63,Female,White,College and above,"$20,000 to $74,999",Internet
2455,83,Male,White,Under College,"$20,000 to $74,999",Doctor
2458,44,Male,White,Under College,"$75,000 or more",Internet
2459,63,Female,White,College and above,"$75,000 or more",Doctor
2465,87,Male,White,College and above,"$75,000 or more",Internet
2469,70,Male,White,College and above,"$20,000 to $74,999",Internet
2470,64,Male,White,Under College,"$0 to $19,999",Internet
2472,50,Female,White,College and above,"$75,000 or more",Internet
2474,42,Female,White,College and above,"$75,000 or more",Internet
2475,81,Female,White,College and above,"$20,000 to $74,999",Internet
2476,74,Male,Others,Under College,"$0 to $19,999",Internet
2479,24,Male,White,College and above,"$20,000 to $74,999",Internet
2480,64,Male,White,College and above,"$75,000 or more",Doctor
2481,60,Female,White,Under College,"$20,000 to $74,999",Internet
2482,63,Male,White,College and above,"$75,000 or more",Internet
2483,68,Male,White,College and above,"$75,000 or more",Internet
2488,39,Male,White,Under College,"$20,000 to $74,999",Internet
2489,82,Female,White,College and above,"$75,000 or more",Others
2490,65,Male,White,Under College,"$0 to $19,999",Others
2492,40,Female,White,College and above,"$20,000 to $74,999",Internet
2494,49,Female,White,College and above,"$20,000 to $74,999",Internet
2495,67,Female,White,Under College,"$75,000 or more",Internet
2496,38,Female,Others,Under College,"$20,000 to $74,999",Internet
2497,28,Female,White,College and above,"$75,000 or more",Internet
2498,31,Male,Others,Under College,"$20,000 to $74,999",Internet
2500,50,Female,Others,College and above,"$75,000 or more",Internet
2501,45,Female,Others,College and above,"$20,000 to $74,999",Internet
2502,25,Male,White,College and above,"$20,000 to $74,999",Internet
2504,62,Female,Others,Under College,"$20,000 to $74,999",Others
2507,63,Female,Others,Under College,"$75,000 or more",Internet
2508,60,Female,White,Under College,"$20,000 to $74,999",Internet
2509,46,Female,Others,Under College,"$0 to $19,999",Doctor
2510,35,Female,White,Under College,"$20,000 to $74,999",Internet
2511,38,Female,Others,Under College,"$0 to $19,999",Others
2512,69,Male,Others,Under College,"$20,000 to $74,999",Doctor
2513,64,Female,Others,College and above,"$20,000 to $74,999",Internet
2514,63,Female,White,College and above,"$75,000 or more",Internet
2517,32,Female,White,College and above,"$20,000 to $74,999",Others
2518,60,Male,White,Under College,"$20,000 to $74,999",Internet
2520,42,Female,Others,College and above,"$0 to $19,999",Doctor
2523,57,Female,White,College and above,"$20,000 to $74,999",Internet
2524,82,Male,White,College and above,"$75,000 or more",Internet
2526,40,Female,White,College and above,"$20,000 to $74,999",Internet
2527,71,Female,Others,Under College,"$20,000 to $74,999",Internet
2528,45,Male,White,Under College,"$75,000 or more",Internet
2531,59,Male,White,College and above,"$75,000 or more",Internet
2533,29,Female,Others,Under College,"$0 to $19,999",Internet
2534,37,Female,White,College and above,"$75,000 or more",Internet
2535,79,Female,Others,Under College,"$0 to $19,999",Doctor
2541,22,Male,White,Under College,"$20,000 to $74,999",Internet
2543,66,Male,White,College and above,"$75,000 or more",Internet
2545,47,Female,White,College and above,"$75,000 or more",Internet
2550,66,Female,White,College and above,"$75,000 or more",Internet
2552,67,Female,White,Under College,"$20,000 to $74,999",Internet
2553,64,Female,White,Under College,"$20,000 to $74,999",Doctor
2557,32,Female,White,College and above,"$75,000 or more",Internet
2558,60,Female,Others,Under College,"$0 to $19,999",Others
2563,58,Male,White,Under College,"$0 to $19,999",Internet
2564,29,Female,White,College and above,"$75,000 or more",Internet
2569,63,Male,White,College and above,"$75,000 or more",Internet
2570,51,Male,White,Under College,"$75,000 or more",Doctor
2571,53,Male,Others,Under College,"$20,000 to $74,999",Internet
2572,55,Female,White,College and above,"$20,000 to $74,999",Internet
2573,69,Female,Others,Under College,"$0 to $19,999",Doctor
2575,59,Male,White,College and above,"$20,000 to $74,999",Others
2577,43,Female,White,College and above,"$75,000 or more",Others
